N_kg_ha,P2O5_kg_ha,K2O_kg_ha,Total_Input,Predicted_Yield_kg_ha,Strategy
2.947354997664101,0.0300306789665207,9.966189229471755,12.94357490610238,2928.553799999998,High-Yield
0.2241056620160418,0.4057753532053884,0.4655988103338921,1.0954798255553224,1511.4025127214286,Sustainable
2.947094727323645,3.5199396183703837,10.802361169453334,17.269395515147362,3031.8591333333334,High-Yield
0.5968239331121157,0.0338286600106722,3.4579293104887707,4.088581903611559,2466.4165154761904,Balanced
8.277908971715774e-09,0.0300000006661622,2.293568408594048,2.323568417538119,2301.1385000000005,Sustainable
2.9528365100177814,11.08452539834492,13.810512829812325,27.847874738175022,3199.1214333333355,High-Yield
0.1500300745589516,0.0300000131614761,0.1661276991364282,0.3461577868568559,1281.1634034077035,Sustainable
2.949126947605205,10.977530430033674,10.41164279485638,24.33830017249526,3165.041600000001,High-Yield
0.0469487267672181,0.4124856156589426,0.365274231121204,0.8247085735473648,1438.6636702682931,Sustainable
0.1549227192176465,0.4084582879621917,0.6926520019474757,1.256033009127314,1521.9576270071434,Sustainable
0.528808593366511,3.933781407511252,3.4550254859018343,7.917615486779597,2628.5701642857143,Balanced
0.2057839080592998,0.0300126882387629,0.4990247838004915,0.7348213800985544,1401.84639367381,Sustainable
1.7704110602159608,0.0323575133672408,9.99498251297178,11.797751086554982,2852.213266666664,High-Yield
3.414087904910921e-06,0.071094875759868,1.6629414159703972,1.7340397058181702,2028.8164166666652,Sustainable
5.884702288504496e-05,0.0300062812028163,10.786879769116895,10.816944897342596,2787.6251999999986,High-Yield
0.0158844278963671,0.0748326282953676,0.8710112305933722,0.9617282867851068,1460.2366853710016,Sustainable
0.0067225038703888,0.072747016406529,0.1746913630663931,0.254160883343311,1269.881345104895,Sustainable
0.2035316300635986,0.0952489287572231,6.130647040827763,6.429427599648585,2509.8098666666683,Balanced
2.946544551748959,11.068847376673313,10.402423653862018,24.417815582284288,3179.4491000000007,High-Yield
0.0007651910345756,0.0300925381154325,3.236435315515348,3.2672930446653563,2393.6334738095243,Balanced
2.659497411483824,0.0300004880693764,10.44351660919693,13.13301450875013,2939.609466666666,High-Yield
4.215294947043901e-05,0.0301766811135074,2.13527980296496,2.165498637027937,2296.4745000000007,Sustainable
0.0027868634696732,0.0300033471240662,1.725298314132881,1.7580885247266205,2068.456749999999,Sustainable
0.6105567246148674,4.011506439957477,3.5113893400052607,8.133452504577605,2630.8067642857145,Balanced
0.2105489393991707,0.0942582291720929,0.461450638040342,0.7662578066116057,1417.876679388095,Sustainable
0.0153192837268007,0.0300000003108144,0.4672844181089677,0.512603702146583,1347.065387751954,Sustainable
